채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),TN(㎎/L),TP(㎎/L),NP_Ratio,Retention_Index
문의,2020-09-21,23.0,8.9,8.0,0.8,30.4,31.1,21174.0,73.83,1006.185,67.5,0.0,59.7,39.307,18.0,,11.4,19.87,1.559,0.027,57.74074074074074,25.59811229551988
추동,2020-09-21,22.9,8.3,7.8,0.9,16.8,16.8,8064.0,73.83,1006.185,67.5,0.0,59.7,39.307,18.0,,11.4,19.87,,,,25.59811229551988
회남,2020-09-21,22.4,8.3,7.9,1.0,15.9,13.8,4998.0,73.83,1006.185,67.5,0.0,59.7,39.307,18.0,,11.4,19.87,,,,25.59811229551988
문의,2020-09-28,22.4,9.0,8.5,1.0,16.1,22.0,17258.0,73.84,1006.773,67.6,0.0,33.222,40.027,18.9,,11.3,20.77,,,,25.152347165663176
추동,2020-09-28,22.3,8.9,8.1,0.9,15.0,21.8,9138.0,73.84,1006.773,67.6,0.0,33.222,40.027,18.9,,11.3,20.77,,,,25.152347165663176
회남,2020-09-28,22.2,8.6,7.0,1.1,14.5,10.8,3876.0,73.84,1006.773,67.6,0.0,33.222,40.027,18.9,,11.3,20.77,,,,25.152347165663176
문의,2020-10-05,22.1,8.7,7.6,0.9,16.5,11.5,22976.0,73.8,1026.355,67.4,0.0,18.003,31.875,13.6,,10.6,18.54,1.378,0.03,45.93333333333333,32.19937254901961
추동,2020-10-05,22.1,8.1,8.3,1.1,11.0,17.9,5550.0,73.8,1026.355,67.4,0.0,18.003,31.875,13.6,,10.6,18.54,,,,32.19937254901961
회남,2020-10-05,21.8,8.3,5.9,1.6,10.6,6.8,3866.0,73.8,1026.355,67.4,0.0,18.003,31.875,13.6,,10.6,18.54,,,,32.19937254901961
문의,2020-10-07,21.9,9.0,9.7,0.8,22.8,14.7,31780.0,73.78,1025.157,67.3,0.0,17.009,30.871,16.8,,8.3,16.9,,,,33.207767807975124
문의,2020-10-12,21.3,8.3,7.5,1.3,16.7,10.0,6604.0,73.7,998.563,67.0,0.0,23.944,30.716,17.1,0.4,5.6,12.18,1.636,0.026,62.92307692307692,32.50953900247428
추동,2020-10-12,21.4,8.3,8.6,1.2,10.6,13.1,4798.0,73.7,998.563,67.0,0.0,23.944,30.716,17.1,0.4,5.6,12.18,,,,32.50953900247428
회남,2020-10-12,21.3,8.1,5.8,1.5,10.3,8.3,2828.0,73.7,998.563,67.0,0.0,23.944,30.716,17.1,0.4,5.6,12.18,,,,32.50953900247428
문의,2020-10-15,20.7,8.0,7.3,1.2,10.5,8.1,3966.0,73.64,995.057,66.8,0.0,17.628,31.146,11.4,,7.2,15.39,,,,31.948147434662555
문의,2020-10-19,20.2,7.8,6.8,1.3,7.4,6.3,2884.0,73.56,990.393,66.5,0.0,10.658,30.882,13.4,,9.7,15.23,1.603,0.021,76.33333333333333,32.07023508840101
추동,2020-10-19,20.3,7.8,7.9,1.6,7.3,8.9,2454.0,73.56,990.393,66.5,0.0,10.658,30.882,13.4,,9.7,15.23,,,,32.07023508840101
회남,2020-10-19,20.5,7.9,7.4,1.8,6.3,5.4,212.0,73.56,990.393,66.5,0.0,10.658,30.882,13.4,,9.7,15.23,,,,32.07023508840101
문의,2020-10-26,19.4,7.8,7.0,1.8,4.4,5.0,680.0,73.41,1003.148,67.3,0.0,17.377,31.064,11.8,,9.6,13.77,1.65,0.039,42.30769230769231,32.29294360030904
추동,2020-10-26,19.0,7.8,8.3,1.9,6.1,11.8,934.0,73.41,1003.148,67.3,0.0,17.377,31.064,11.8,,9.6,13.77,,,,32.29294360030904
회남,2020-10-26,19.5,7.7,7.0,1.4,5.5,4.6,0.0,73.41,1003.148,67.3,0.0,17.377,31.064,11.8,,9.6,13.77,,,,32.29294360030904
문의,2020-11-02,18.6,7.7,6.9,2.2,4.4,8.0,272.0,73.26,994.305,66.7,0.0552,15.007,28.622,11.3,,8.0,13.36,1.52,0.039,38.97435897435898,34.73918663964782
추동,2020-11-02,18.3,7.7,8.3,1.6,5.7,13.3,898.0,73.26,994.305,66.7,0.0552,15.007,28.622,11.3,,8.0,13.36,,,,34.73918663964782
회남,2020-11-02,18.4,7.5,6.9,1.8,5.3,4.0,0.0,73.26,994.305,66.7,0.0552,15.007,28.622,11.3,,8.0,13.36,,,,34.73918663964782
문의,2020-11-09,17.1,8.2,7.2,2.2,4.6,10.3,80.0,73.11,985.508,66.1,0.0,14.99,28.534,7.2,0.0,9.2,13.13,1.472,0.027,54.51851851851852,34.53802481250438
추동,2020-11-09,16.8,8.1,8.5,1.8,5.5,11.3,588.0,73.11,985.508,66.1,0.0,14.99,28.534,7.2,0.0,9.2,13.13,,,,34.53802481250438
회남,2020-11-09,16.9,8.0,7.5,2.1,10.3,7.1,0.0,73.11,985.508,66.1,0.0,14.99,28.534,7.2,0.0,9.2,13.13,,,,34.53802481250438
문의,2020-11-16,16.5,7.7,7.1,1.9,3.9,9.9,56.0,72.97,977.34,65.6,0.0,28.68,28.68,11.3,,6.8,9.26,1.386,0.019,72.94736842105263,34.07740585774059
추동,2020-11-16,16.4,8.2,8.4,1.9,4.0,9.2,722.0,72.97,977.34,65.6,0.0,28.68,28.68,11.3,,6.8,9.26,,,,34.07740585774059
회남,2020-11-16,16.3,8.1,7.9,2.2,4.2,5.1,160.0,72.97,977.34,65.6,0.0,28.68,28.68,11.3,,6.8,9.26,,,,34.07740585774059
문의,2020-11-23,15.5,8.0,7.6,1.9,4.7,7.7,0.0,72.95,976.176,65.5,0.0,8.625,28.831,3.9,,7.7,10.93,1.41,0.017,82.94117647058822,33.85855502757449
추동,2020-11-23,15.1,7.8,8.6,1.8,6.3,6.5,734.0,72.95,976.176,65.5,0.0,8.625,28.831,3.9,,7.7,10.93,,,,33.85855502757449
회남,2020-11-23,15.5,7.9,8.1,2.4,7.5,3.3,0.0,72.95,976.176,65.5,0.0,8.625,28.831,3.9,,7.7,10.93,,,,33.85855502757449
문의,2020-11-30,13.9,8.3,8.0,2.3,4.0,6.0,0.0,72.81,968.054,65.0,0.0,17.39,30.792,1.2,,8.9,11.15,1.467,0.027,54.333333333333336,31.438490517017403
추동,2020-11-30,13.5,8.2,9.1,2.4,4.8,8.0,0.0,72.81,968.054,65.0,0.0,17.39,30.792,1.2,,8.9,11.15,,,,31.438490517017403
회남,2020-11-30,14.0,8.0,8.4,2.2,5.8,4.5,0.0,72.81,968.054,65.0,0.0,17.39,30.792,1.2,,8.9,11.15,,,,31.438490517017403
문의,2020-12-07,12.9,7.6,8.1,2.6,3.4,4.4,0.0,72.64,958.245,64.3,0.0,10.843,30.828,2.8,,0.3,3.53,1.621,0.023,70.47826086956522,31.083592837680037
추동,2020-12-07,12.2,7.7,9.3,2.7,3.5,7.2,0.0,72.64,958.245,64.3,0.0,10.843,30.828,2.8,,0.3,3.53,,,,31.083592837680037
회남,2020-12-07,12.5,7.6,8.7,1.9,5.3,4.7,0.0,72.64,958.245,64.3,0.0,10.843,30.828,2.8,,0.3,3.53,,,,31.083592837680037
문의,2020-12-14,11.4,8.0,8.9,2.6,3.0,5.5,0.0,72.47,948.495,63.7,0.0,10.672,30.535,-4.7,,8.8,11.16,1.396,0.018,77.55555555555556,31.06255117078762
추동,2020-12-14,11.0,7.9,9.6,2.6,3.3,6.5,0.0,72.47,948.495,63.7,0.0,10.672,30.535,-4.7,,8.8,11.16,,,,31.06255117078762
회남,2020-12-14,11.0,7.8,9.1,2.5,5.2,4.0,0.0,72.47,948.495,63.7,0.0,10.672,30.535,-4.7,,8.8,11.16,,,,31.06255117078762
문의,2020-12-21,9.9,8.5,9.4,3.4,2.8,3.5,0.0,72.29,938.237,63.0,0.055,11.021,30.756,0.4,0.0,4.2,7.04,1.338,0.018,74.33333333333334,30.50582000260112
추동,2020-12-21,9.0,8.4,10.4,2.9,2.5,5.4,0.0,72.29,938.237,63.0,0.055,11.021,30.756,0.4,0.0,4.2,7.04,,,,30.50582000260112
회남,2020-12-21,9.6,8.4,9.8,3.1,4.0,3.0,0.0,72.29,938.237,63.0,0.055,11.021,30.756,0.4,0.0,4.2,7.04,,,,30.50582000260112
문의,2020-12-28,9.4,9.7,10.5,3.4,2.1,4.7,0.0,72.13,929.174,62.4,0.0,17.738,30.816,5.4,,7.0,9.55,,,,30.15232346832814
추동,2020-12-28,8.9,9.0,10.9,3.6,2.5,4.1,0.0,72.13,929.174,62.4,0.0,17.738,30.816,5.4,,7.0,9.55,,,,30.15232346832814
회남,2020-12-28,8.9,8.7,10.5,3.8,3.3,2.0,0.0,72.13,929.174,62.4,0.0,17.738,30.816,5.4,,7.0,9.55,,,,30.15232346832814
문의,2021-01-18,5.9,9.0,11.5,3.9,2.0,5.5,0.0,71.53,895.6574,60.1,1.1927,14.644,33.837,-1.5,3.3,2.3,5.97,1.301,0.007,185.85714285714283,26.469763867955194
추동,2021-01-18,5.0,8.7,11.9,3.6,2.4,4.1,0.0,71.53,895.6574,60.1,1.1927,14.644,33.837,-1.5,3.3,2.3,5.97,,,,26.469763867955194
회남,2021-01-18,5.7,8.8,11.5,4.0,2.2,3.3,0.0,71.53,895.6574,60.1,1.1927,14.644,33.837,-1.5,3.3,2.3,5.97,,,,26.469763867955194
문의,2021-01-25,6.1,8.0,11.6,3.3,1.9,4.6,0.0,71.4,888.493,59.63,0.0,24.418,30.782,8.3,,8.3,10.81,1.234,0.021,58.76190476190476,28.864043921772467
문의,2021-01-25,6.1,8.0,11.6,3.3,1.9,4.6,0.0,71.4,888.493,59.63,0.0,24.418,30.782,8.3,,8.3,10.81,1.266,0.02,63.3,28.864043921772467
추동,2021-01-25,5.3,8.3,12.1,3.4,2.7,4.1,0.0,71.4,888.493,59.63,0.0,24.418,30.782,8.3,,8.3,10.81,,,,28.864043921772467
회남,2021-01-25,5.5,8.6,11.5,4.0,2.9,3.0,0.0,71.4,888.493,59.63,0.0,24.418,30.782,8.3,,8.3,10.81,,,,28.864043921772467
문의,2021-02-01,5.6,7.8,11.6,3.7,2.6,5.1,0.0,71.21,878.084,58.93,7.9907,12.932,31.896,7.3,8.1,3.1,7.52,1.363,0.017,80.17647058823529,27.52959618760973
추동,2021-02-01,5.1,7.7,12.1,3.2,2.7,4.7,0.0,71.21,878.084,58.93,7.9907,12.932,31.896,7.3,8.1,3.1,7.52,,,,27.52959618760973
회남,2021-02-01,5.1,7.6,11.7,4.0,2.9,3.6,0.0,71.21,878.084,58.93,7.9907,12.932,31.896,7.3,8.1,3.1,7.52,,,,27.52959618760973
문의,2021-02-08,5.3,7.7,13.2,3.6,2.3,5.8,0.0,71.04,868.834,58.3,0.0,12.619,31.462,-1.7,,9.8,15.57,1.309,0.007,187.0,27.615345496154088
추동,2021-02-08,4.8,7.8,13.6,3.5,2.4,4.7,0.0,71.04,868.834,58.3,0.0,12.619,31.462,-1.7,,9.8,15.57,,,,27.615345496154088
회남,2021-02-08,4.8,7.9,13.1,3.5,2.5,6.6,0.0,71.04,868.834,58.3,0.0,12.619,31.462,-1.7,,9.8,15.57,,,,27.615345496154088
문의,2021-02-15,5.6,7.8,12.6,3.1,1.4,5.4,0.0,70.85,858.567,57.6,1.4491,12.613,31.32,3.0,0.5,4.7,7.48,1.283,0.013,98.6923076923077,27.41273946360153
추동,2021-02-15,5.4,7.9,12.9,3.2,1.7,9.7,0.0,70.85,858.567,57.6,1.4491,12.613,31.32,3.0,0.5,4.7,7.48,,,,27.41273946360153
회남,2021-02-15,4.9,8.0,12.7,3.2,1.6,9.6,0.0,70.85,858.567,57.6,1.4491,12.613,31.32,3.0,0.5,4.7,7.48,,,,27.41273946360153
문의,2021-02-22,5.8,7.8,12.9,2.8,2.0,9.0,0.0,70.67,848.908,56.97,0.0,7.303,32.079,11.7,,10.1,14.94,1.262,0.01,126.2,26.463044359238133
추동,2021-02-22,5.2,7.9,13.1,2.6,2.8,10.7,0.0,70.67,848.908,56.97,0.0,7.303,32.079,11.7,,10.1,14.94,,,,26.463044359238133
회남,2021-02-22,5.1,8.1,13.3,3.0,2.1,13.3,0.0,70.67,848.908,56.97,0.0,7.303,32.079,11.7,,10.1,14.94,,,,26.463044359238133
문의,2021-03-02,5.8,7.8,12.0,3.5,1.8,5.0,0.0,70.58,844.103,56.7,1.872,68.165,31.201,3.0,0.2,2.5,8.27,1.245,0.007,177.85714285714286,27.053716227044003
추동,2021-03-02,5.9,7.9,13.0,2.9,2.7,7.1,0.0,70.58,844.103,56.7,1.872,68.165,31.201,3.0,0.2,2.5,8.27,,,,27.053716227044003
회남,2021-03-02,5.0,8.0,12.8,2.8,2.6,10.4,0.0,70.58,844.103,56.7,1.872,68.165,31.201,3.0,0.2,2.5,8.27,,,,27.053716227044003
문의,2021-03-08,6.6,7.9,12.3,3.6,1.8,3.9,0.0,70.78,854.802,57.4,0.0,19.045,31.481,8.0,,9.7,18.52,1.213,0.012,101.08333333333334,27.152949398049618
추동,2021-03-08,6.7,8.0,12.5,2.5,2.2,4.3,0.0,70.78,854.802,57.4,0.0,19.045,31.481,8.0,,9.7,18.52,,,,27.152949398049618
회남,2021-03-08,5.6,8.0,12.9,3.2,1.9,5.6,0.0,70.78,854.802,57.4,0.0,19.045,31.481,8.0,,9.7,18.52,,,,27.152949398049618
문의,2021-03-15,6.9,7.8,12.1,2.5,1.6,3.2,0.0,70.82,856.952,57.5,0.055,43.872,31.427,11.8,0.0,8.6,16.61,1.216,0.013,93.53846153846156,27.268017946351865
추동,2021-03-15,7.3,8.0,12.6,2.9,2.7,4.4,0.0,70.82,856.952,57.5,0.055,43.872,31.427,11.8,0.0,8.6,16.61,,,,27.268017946351865
회남,2021-03-15,6.9,7.9,12.6,3.6,2.3,3.9,0.0,70.82,856.952,57.5,0.055,43.872,31.427,11.8,0.0,8.6,16.61,,,,27.268017946351865
문의,2021-03-22,8.7,8.0,12.2,2.7,2.2,4.1,0.0,70.78,854.802,57.4,0.0,18.75,31.186,7.1,,11.2,20.01,1.231,0.011,111.90909090909092,27.409799268902717
추동,2021-03-22,7.4,7.9,12.0,2.0,2.3,3.8,0.0,70.78,854.802,57.4,0.0,18.75,31.186,7.1,,11.2,20.01,,,,27.409799268902717
회남,2021-03-22,6.9,7.8,12.3,3.3,1.8,3.2,0.0,70.78,854.802,57.4,0.0,18.75,31.186,7.1,,11.2,20.01,,,,27.409799268902717
문의,2021-03-29,10.2,8.0,12.1,2.7,2.2,5.4,0.0,70.71,851.048,57.1,0.0,31.474,31.474,12.2,0.0,7.9,17.36,1.215,0.013,93.46153846153848,27.03971532058207
추동,2021-03-29,7.5,7.8,11.4,2.3,2.6,3.0,0.0,70.71,851.048,57.1,0.0,31.474,31.474,12.2,0.0,7.9,17.36,,,,27.03971532058207
회남,2021-03-29,8.3,7.8,11.7,3.2,2.1,2.8,0.0,70.71,851.048,57.1,0.0,31.474,31.474,12.2,0.0,7.9,17.36,,,,27.03971532058207
문의,2021-04-05,9.9,7.9,12.0,3.4,1.8,2.9,0.0,70.91,861.801,57.8,0.0505,117.873,30.656,11.6,,12.2,25.14,1.229,0.015,81.93333333333334,28.111984603340296
추동,2021-04-05,10.0,7.8,11.6,4.5,2.6,1.8,0.0,70.91,861.801,57.8,0.0505,117.873,30.656,11.6,,12.2,25.14,,,,28.111984603340296
회남,2021-04-05,8.8,7.7,11.6,2.9,2.3,2.5,0.0,70.91,861.801,57.8,0.0505,117.873,30.656,11.6,,12.2,25.14,,,,28.111984603340296
문의,2021-04-12,12.6,8.0,11.8,2.5,2.4,2.1,0.0,71.11,872.636,58.6,13.3883,31.244,31.244,13.6,15.3,0.0,5.55,1.183,0.016,73.9375,27.929714505184997
추동,2021-04-12,10.9,7.9,10.9,3.3,3.1,1.7,0.0,71.11,872.636,58.6,13.3883,31.244,31.244,13.6,15.3,0.0,5.55,,,,27.929714505184997
회남,2021-04-12,9.1,7.9,11.3,2.0,3.5,3.7,0.0,71.11,872.636,58.6,13.3883,31.244,31.244,13.6,15.3,0.0,5.55,,,,27.929714505184997
문의,2021-04-19,11.1,7.7,11.0,3.3,2.5,1.8,0.0,71.09,871.549,58.5,0.0,20.41,32.993,13.5,,12.5,25.96,1.078,0.008,134.75,26.41617918952505
추동,2021-04-19,10.8,7.8,10.6,3.0,3.5,1.9,0.0,71.09,871.549,58.5,0.0,20.41,32.993,13.5,,12.5,25.96,,,,26.41617918952505
회남,2021-04-19,9.4,7.6,10.5,2.6,2.3,1.9,0.0,71.09,871.549,58.5,0.0,20.41,32.993,13.5,,12.5,25.96,,,,26.41617918952505
문의,2021-04-26,14.5,7.9,10.6,4.5,1.9,1.9,0.0,70.89,860.722,57.8,0.0,17.057,35.793,17.0,,11.5,24.8,1.15,0.007,164.28571428571428,24.047215936076885
추동,2021-04-26,12.7,7.9,10.0,4.1,3.0,3.1,0.0,70.89,860.722,57.8,0.0,17.057,35.793,17.0,,11.5,24.8,,,,24.047215936076885
회남,2021-04-26,10.6,7.8,10.3,2.3,2.6,3.1,0.0,70.89,860.722,57.8,0.0,17.057,35.793,17.0,,11.5,24.8,,,,24.047215936076885
문의,2021-05-03,13.7,8.1,10.4,4.0,2.0,3.6,0.0,70.59,844.636,56.7,0.0663,15.918,46.799,15.1,,11.3,26.95,1.234,0.013,94.92307692307692,18.048163422295342
추동,2021-05-03,13.0,8.1,10.1,3.7,2.8,8.0,0.0,70.59,844.636,56.7,0.0663,15.918,46.799,15.1,,11.3,26.95,,,,18.048163422295342
회남,2021-05-03,10.5,7.8,9.4,3.6,2.3,2.0,0.0,70.59,844.636,56.7,0.0663,15.918,46.799,15.1,,11.3,26.95,,,,18.048163422295342
문의,2021-05-10,13.9,8.2,10.5,1.8,3.0,11.7,0.0,70.3,829.263,55.7,12.0061,27.91,46.224,12.5,11.1,0.5,4.57,1.241,0.012,103.41666666666669,17.940096053997927
추동,2021-05-10,13.7,8.3,10.2,2.0,3.5,11.0,0.0,70.3,829.263,55.7,12.0061,27.91,46.224,12.5,11.1,0.5,4.57,,,,17.940096053997927
회남,2021-05-10,10.9,7.9,9.0,2.9,2.3,4.9,0.0,70.3,829.263,55.7,12.0061,27.91,46.224,12.5,11.1,0.5,4.57,,,,17.940096053997927
문의,2021-05-17,16.3,8.3,9.8,3.0,2.4,8.1,0.0,70.22,825.052,55.4,4.6873,76.376,45.995,16.4,3.3,0.0,5.66,1.253,0.009,139.22222222222223,17.93786281117513
추동,2021-05-17,14.7,8.2,9.6,2.0,4.3,8.8,0.0,70.22,825.052,55.4,4.6873,76.376,45.995,16.4,3.3,0.0,5.66,,,,17.93786281117513
회남,2021-05-17,12.4,7.9,8.3,2.5,4.1,4.7,0.0,70.22,825.052,55.4,4.6873,76.376,45.995,16.4,3.3,0.0,5.66,,,,17.93786281117513
문의,2021-05-24,17.3,8.4,10.3,4.3,3.0,5.8,0.0,70.4,834.544,56.0,0.0,40.287,46.413,20.2,0.0,7.9,22.54,1.333,0.008,166.625,17.98082433800875
추동,2021-05-24,15.6,8.2,9.2,3.9,3.6,5.3,284.0,70.4,834.544,56.0,0.0,40.287,46.413,20.2,0.0,7.9,22.54,,,,17.98082433800875
회남,2021-05-24,12.8,8.0,8.2,2.7,3.4,4.3,0.0,70.4,834.544,56.0,0.0,40.287,46.413,20.2,0.0,7.9,22.54,,,,17.98082433800875
문의,2021-05-31,17.9,8.6,10.0,3.5,1.9,9.0,0.0,70.54,841.973,56.5,7.8036,73.113,48.499,20.7,7.1,5.0,17.04,1.431,0.009,159.00000000000003,17.360625992288497
추동,2021-05-31,15.7,8.2,8.8,3.3,1.9,3.1,76.0,70.54,841.973,56.5,7.8036,73.113,48.499,20.7,7.1,5.0,17.04,,,,17.360625992288497
회남,2021-05-31,13.1,8.2,7.3,2.3,2.0,3.4,0.0,70.54,841.973,56.5,7.8036,73.113,48.499,20.7,7.1,5.0,17.04,,,,17.360625992288497
문의,2021-06-07,19.0,8.8,9.8,2.8,1.7,5.5,144.0,70.65,847.839,56.9,0.0,55.759,55.759,23.3,,9.9,21.91,1.366,0.01,136.6,15.205419752865009
추동,2021-06-07,18.3,8.6,9.0,2.4,1.9,5.0,0.0,70.65,847.839,56.9,0.0,55.759,55.759,23.3,,9.9,21.91,,,,15.205419752865009
회남,2021-06-07,14.5,8.5,6.8,2.0,2.2,5.3,648.0,70.65,847.839,56.9,0.0,55.759,55.759,23.3,,9.9,21.91,,,,15.205419752865009
문의,2021-06-14,21.1,8.7,9.6,2.6,1.7,4.4,0.0,70.4,834.544,56.0,0.0,25.737,62.53,24.9,0.0,4.5,17.98,1.215,0.009,135.00000000000003,13.346297777067008
추동,2021-06-14,19.2,8.6,8.5,2.6,1.9,6.9,0.0,70.4,834.544,56.0,0.0,25.737,62.53,24.9,0.0,4.5,17.98,,,,13.346297777067008
회남,2021-06-14,16.8,8.4,6.0,1.9,1.8,4.2,132.0,70.4,834.544,56.0,0.0,25.737,62.53,24.9,0.0,4.5,17.98,,,,13.346297777067008
문의,2021-06-21,22.2,8.8,9.4,3.5,1.5,4.8,214.0,70.0,813.541,54.6,0.0,22.364,58.585,24.8,,12.5,26.49,1.27,0.012,105.83333333333331,13.88650678501323
추동,2021-06-21,20.7,8.5,7.7,2.6,1.6,4.7,0.0,70.0,813.541,54.6,0.0,22.364,58.585,24.8,,12.5,26.49,,,,13.88650678501323
회남,2021-06-21,16.1,8.5,5.4,2.3,1.8,3.0,434.0,70.0,813.541,54.6,0.0,22.364,58.585,24.8,,12.5,26.49,,,,13.88650678501323
문의,2021-06-28,23.1,8.5,9.3,2.3,2.5,6.8,28.0,69.62,793.893,53.3,0.6283,18.981,60.613,25.6,0.0,7.8,21.43,1.222,0.013,94.0,13.097734809364328
추동,2021-06-28,21.7,8.6,7.0,2.0,2.3,5.3,48.0,69.62,793.893,53.3,0.6283,18.981,60.613,25.6,0.0,7.8,21.43,,,,13.097734809364328
회남,2021-06-28,16.9,8.8,5.3,1.4,2.4,4.9,578.0,69.62,793.893,53.3,0.6283,18.981,60.613,25.6,0.0,7.8,21.43,,,,13.097734809364328
문의,2021-07-05,23.7,8.8,8.5,2.2,3.6,7.4,0.0,68.74,749.536,50.3,32.0035,59.953,250.31,22.5,5.6,0.0,9.83,1.172,0.027,43.407407407407405,2.9944309056769605
추동,2021-07-05,22.3,8.5,6.6,1.8,2.3,7.6,0.0,68.74,749.536,50.3,32.0035,59.953,250.31,22.5,5.6,0.0,9.83,,,,2.9944309056769605
회남,2021-07-05,17.1,8.4,3.9,2.1,2.9,3.8,640.0,68.74,749.536,50.3,32.0035,59.953,250.31,22.5,5.6,0.0,9.83,,,,2.9944309056769605
문의,2021-07-12,24.9,8.7,7.9,2.0,1.9,9.4,52.0,71.97,920.164,61.8,0.2117,135.169,245.991,28.7,0.0,6.1,19.5,1.14,0.031,36.774193548387096,3.740640917757153
추동,2021-07-12,24.1,8.4,5.3,1.9,3.8,7.6,212.0,71.97,920.164,61.8,0.2117,135.169,245.991,28.7,0.0,6.1,19.5,,,,3.740640917757153
회남,2021-07-12,20.8,8.4,6.7,2.2,27.2,7.2,820.0,71.97,920.164,61.8,0.2117,135.169,245.991,28.7,0.0,6.1,19.5,,,,3.740640917757153
문의,2021-07-19,25.8,9.2,7.8,1.8,2.4,19.5,466.0,71.17,875.903,58.8,3.6127,39.169,39.169,26.7,0.0,2.0,15.35,1.053,0.032,32.90625,22.362148637953485
추동,2021-07-19,24.5,9.1,6.7,1.0,6.4,37.9,452.0,71.17,875.903,58.8,3.6127,39.169,39.169,26.7,0.0,2.0,15.35,,,,22.362148637953485
회남,2021-07-19,20.8,8.8,5.6,2.0,13.7,4.2,196.0,71.17,875.903,58.8,3.6127,39.169,39.169,26.7,0.0,2.0,15.35,,,,22.362148637953485
문의,2021-07-26,25.8,9.9,6.5,2.8,2.9,5.9,494.0,70.96,864.502,58.0,0.0,18.923,43.976,29.9,,13.3,25.86,1.002,0.021,47.71428571428571,19.658495543023463
추동,2021-07-26,24.9,10.0,5.2,1.6,5.4,12.9,420.0,70.96,864.502,58.0,0.0,18.923,43.976,29.9,,13.3,25.86,,,,19.658495543023463
회남,2021-07-26,21.9,9.4,6.3,1.1,10.2,6.3,0.0,70.96,864.502,58.0,0.0,18.923,43.976,29.9,,13.3,25.86,,,,19.658495543023463
문의,2021-08-02,26.8,10.0,5.9,2.5,2.0,8.4,3714.0,70.77,854.266,57.3,24.0507,102.657,53.028,26.0,34.0,1.3,7.89,0.983,0.028,35.107142857142854,16.10971562193558
추동,2021-08-02,25.3,9.9,4.8,1.0,6.4,29.0,0.0,70.77,854.266,57.3,24.0507,102.657,53.028,26.0,34.0,1.3,7.89,,,,16.10971562193558
회남,2021-08-02,20.6,9.5,6.1,1.2,9.6,6.9,120.0,70.77,854.266,57.3,24.0507,102.657,53.028,26.0,34.0,1.3,7.89,,,,16.10971562193558
문의,2021-08-09,27.1,10.3,5.5,1.1,3.7,14.3,7866.0,71.15,874.813,58.7,0.0,39.153,58.075,28.1,,12.1,23.87,0.822,0.016,51.37499999999999,15.063504089539387
추동,2021-08-09,27.5,10.9,6.6,1.2,4.5,11.0,760.0,71.15,874.813,58.7,0.0,39.153,58.075,28.1,,12.1,23.87,,,,15.063504089539387
회남,2021-08-09,21.0,10.8,4.8,1.4,8.5,6.4,380.0,71.15,874.813,58.7,0.0,39.153,58.075,28.1,,12.1,23.87,,,,15.063504089539387
문의,2021-08-17,27.3,9.2,6.3,1.5,3.3,15.5,3040.0,70.84,858.028,57.6,0.9144,26.907,58.086,25.5,0.1,7.4,18.23,0.922,0.02,46.1,14.771683366043453
추동,2021-08-17,26.7,8.8,5.0,1.4,3.2,8.5,944.0,70.84,858.028,57.6,0.9144,26.907,58.086,25.5,0.1,7.4,18.23,,,,14.771683366043453
회남,2021-08-17,22.0,7.8,4.4,1.6,7.1,7.9,0.0,70.84,858.028,57.6,0.9144,26.907,58.086,25.5,0.1,7.4,18.23,,,,14.771683366043453
문의,2021-08-23,26.4,9.1,5.6,1.5,3.3,12.4,1980.0,70.67,848.908,57.0,48.4881,139.555,158.134,22.8,65.0,0.0,2.9,1.024,0.019,53.89473684210527,5.368282595773206
추동,2021-08-23,25.8,8.3,4.4,1.5,4.3,6.4,924.0,70.67,848.908,57.0,48.4881,139.555,158.134,22.8,65.0,0.0,2.9,,,,5.368282595773206
회남,2021-08-23,22.5,8.1,3.3,1.5,5.9,7.0,756.0,70.67,848.908,57.0,48.4881,139.555,158.134,22.8,65.0,0.0,2.9,,,,5.368282595773206
문의,2021-08-30,25.6,8.5,3.6,1.6,3.4,9.5,3568.0,72.91,973.852,65.4,0.0634,431.387,164.402,22.9,0.1,0.3,6.76,1.077,0.014,76.92857142857143,5.923601902653253
추동,2021-08-30,25.2,8.0,5.4,1.5,4.3,9.9,2348.0,72.91,973.852,65.4,0.0634,431.387,164.402,22.9,0.1,0.3,6.76,,,,5.923601902653253
회남,2021-08-30,22.2,7.6,5.0,2.4,8.6,6.2,784.0,72.91,973.852,65.4,0.0634,431.387,164.402,22.9,0.1,0.3,6.76,,,,5.923601902653253
문의,2021-09-06,24.1,8.3,3.7,1.7,3.8,4.6,3044.0,73.69,1019.778,68.4,23.6436,109.371,40.416,20.7,32.2,0.1,5.93,1.0,0.015,66.66666666666667,25.23203681710214
추동,2021-09-06,24.2,8.1,6.3,1.9,4.0,11.1,934.0,73.69,1019.778,68.4,23.6436,109.371,40.416,20.7,32.2,0.1,5.93,,,,25.23203681710214
