유해남조류 세포수 (cells/㎖),7일 전_수온(℃),7일 전_pH,7일 전_DO(㎎/L),7일 전_투명도,7일 전_탁도,7일 전_Chl-a (㎎/㎥),7일 전_평균기온(°C),7일 전_일강수량(mm),7일 전_합계 일조시간(hr),7일 전_합계 일사량(MJ/m2),7일 전_TN(㎎/L),7일 전_TP(㎎/L),7일 전_N_P_비율,7일 전_체류시간_지표,7일 전_유해남조류 세포수 (cells/㎖)
86.0,15.8,7.4,8.8,3.5,1.9,17.4,8.6,0.0,8.4,12.78,1.305,0.02,65.24999673750015,37.78828468612555,74.0
74.0,14.6,7.3,9.1,3.2,2.0,17.5,6.1,0.0,5.7,10.48,1.45,0.026,55.76922862426044,37.59621272630458,86.0
32.0,13.8,7.4,9.6,3.4,2.0,17.9,12.6,10.6,0.0,1.92,1.499,0.021,71.38094898185958,37.447541038191325,74.0
14.0,11.9,7.1,9.5,3.3,1.8,11.8,-2.8,0.0,8.7,11.7,1.44,0.018,79.99999555555581,37.37728295394388,32.0
0.0,10.2,7.1,9.2,3.7,1.5,5.8,3.6,0.1,7.2,10.18,1.386,0.017,81.52940696885841,37.75207886266094,14.0
0.0,9.6,7.1,9.5,4.5,1.3,4.5,-0.9,0.0,8.6,11.51,1.422,0.016,88.87499444531285,37.32973657041996,0.0
0.0,7.0,7.5,11.3,3.3,2.0,5.1,-1.2,0.0,7.9,10.43,1.409,0.009,156.5555381604958,37.56595180640996,0.0
0.0,6.7,7.5,11.5,4.1,1.7,3.2,1.7,0.0,4.5,8.33,1.489,0.009,165.44442606173047,37.40713482571808,0.0
0.0,6.0,7.5,11.1,4.5,1.3,5.2,0.2,0.0,7.4,10.71,1.421,0.009,157.888871345681,36.96824803884946,0.0
0.0,5.6,7.4,10.8,4.7,1.8,3.8,2.3,0.8,8.4,12.31,1.371,0.01,137.09998629000137,36.90554948059048,0.0
0.0,5.5,7.4,11.1,4.1,1.7,4.3,1.8,0.0,7.0,12.59,1.521,0.016,95.06249405859413,36.64397046759639,0.0
0.0,5.0,7.6,12.0,3.9,2.0,5.2,-1.7,0.0,9.7,16.2,1.462,0.022,66.45454243388444,36.47782443920925,0.0
44.0,5.0,7.6,10.4,4.5,1.8,5.3,1.9,0.1,4.3,10.72,1.624,0.015,108.26665944888938,36.204782237403926,0.0
0.0,5.2,7.6,12.7,4.7,3.6,5.7,5.7,0.0,9.7,16.76,1.544,0.026,59.38461310059181,36.32262272571232,44.0
0.0,5.6,7.7,12.4,3.2,2.0,4.6,10.0,0.0,7.3,15.02,1.595,0.022,72.49999670454561,35.651222651222646,0.0
0.0,5.6,7.7,11.7,3.1,1.9,4.6,5.7,0.8,2.5,9.52,1.504,0.025,60.159997593600096,35.53882240957302,0.0
0.0,5.8,7.7,12.1,3.1,1.9,5.4,7.1,0.0,5.9,15.73,1.663,0.036,46.19444316126548,35.264122137404584,0.0
0.0,6.5,7.9,12.8,3.1,1.9,4.0,7.2,0.0,8.4,19.45,1.775,0.043,41.27906880746352,35.06018220611644,0.0
0.0,6.6,7.8,11.9,3.0,2.3,3.7,6.1,0.0,8.6,18.98,1.603,0.024,66.79166388368067,34.60220120494093,0.0
0.0,7.8,7.8,12.3,3.5,1.5,3.6,12.6,0.0,11.1,24.93,1.5,0.095,15.789473518005542,34.478708279737326,0.0
0.0,8.0,7.8,11.6,3.5,1.8,3.5,11.6,0.0,12.3,27.0,1.552,0.047,33.02127589316434,34.99263115197404,0.0
0.0,10.2,8.3,12.7,3.5,2.0,5.4,20.5,0.0,11.5,27.2,1.408,0.068,20.70588204844291,33.54163279903762,0.0
0.0,9.9,8.2,12.1,3.3,2.3,6.4,11.0,16.6,1.1,7.1,1.352,0.054,25.03703657338821,33.22500159734202,0.0
38.0,10.9,8.3,11.9,1.9,2.1,7.6,14.9,0.0,13.1,30.53,1.33,0.04,33.24999916875002,16.265345358488204,0.0
0.0,12.7,8.7,13.3,2.8,2.9,6.5,20.1,0.0,8.0,21.85,1.639,0.034,48.20588093512114,15.508434506741503,38.0
0.0,12.5,8.6,12.4,2.8,2.5,7.2,17.1,6.0,8.0,24.19,1.513,0.073,20.72602711334209,15.21592289126993,0.0
616.0,14.8,8.5,12.9,2.7,3.0,6.8,17.9,14.4,0.0,4.12,1.449,0.038,38.131577943905846,16.247903422156096,0.0
0.0,15.4,8.5,12.3,2.3,2.3,6.3,23.4,0.0,12.5,29.65,1.75,0.036,48.61110976080251,16.312934315745366,616.0
0.0,16.6,8.5,13.0,3.9,2.2,3.6,18.9,11.1,2.2,18.56,1.575,0.041,38.414633209399184,23.084026455556668,0.0
0.0,17.7,8.6,13.0,4.2,1.9,6.4,22.2,0.0,11.6,30.07,1.476,0.023,64.17391025330825,15.894962524584932,0.0
0.0,19.0,8.6,11.9,5.5,1.4,3.9,24.9,0.0,11.9,27.58,1.686,0.028,60.21428356377559,15.335497300920862,0.0
98.0,18.5,8.3,10.1,5.0,1.8,6.2,23.7,0.0,3.6,15.0,1.392,0.021,66.28571112925185,14.629118417424868,0.0
0.0,20.5,8.6,11.1,4.7,2.4,9.6,24.5,0.6,8.6,23.87,1.147,0.025,45.87999816480007,13.522283072079754,98.0
82.0,22.9,8.9,9.4,6.2,2.5,8.0,23.8,12.8,2.3,12.99,1.368,0.029,47.17241216646855,20.62930621103904,0.0
124.0,22.6,8.6,8.5,3.8,2.2,4.2,27.9,0.0,8.2,21.55,1.217,0.024,50.7083312204862,28.34222292690661,82.0
1566.0,25.2,8.4,8.2,1.5,2.9,3.8,28.5,0.0,12.6,26.98,1.146,0.039,29.384614631163725,32.26354797035425,124.0
734.0,26.6,8.3,7.0,4.9,2.0,4.9,30.7,0.0,10.3,24.33,1.11,0.016,69.37499566406278,17.627319472389892,1566.0
3610.0,27.5,8.6,7.0,4.1,2.6,4.8,29.0,1.3,1.7,11.4,1.226,0.022,55.727270194215,17.335521435988724,734.0
2154.0,26.7,8.0,5.3,4.1,3.2,6.2,26.5,0.0,9.9,24.06,0.947,0.03,31.56666561444448,16.93508684127602,3610.0
578.0,27.7,8.6,5.9,4.1,2.6,5.7,25.9,0.0,10.2,22.82,0.887,0.019,46.68420806925221,17.006308333640757,2154.0
510.0,26.7,9.7,5.7,2.6,2.7,5.6,22.6,10.2,0.2,10.34,0.873,0.021,41.571426591836826,20.295367521745867,578.0
980.0,25.9,9.0,5.3,2.2,5.3,5.1,24.0,12.1,0.0,6.83,0.866,0.017,50.94117347404862,20.947119336992024,510.0
530.0,26.3,8.3,5.8,2.6,2.5,5.2,24.5,0.0,9.6,20.63,0.97,0.021,46.19047399092981,21.162156767067383,980.0
486.0,24.4,7.5,6.4,3.5,2.7,5.5,17.8,0.1,4.2,14.12,0.979,0.04,24.474999388125013,29.196612745630222,530.0
760.0,23.3,7.7,5.0,2.9,2.5,5.5,22.1,0.0,10.1,19.86,0.847,0.025,33.879998644800054,18.242627433109824,486.0
954.0,23.2,7.3,4.6,3.2,3.0,4.4,15.7,11.8,0.0,3.77,0.939,0.026,36.11538322633142,5.332163831217692,760.0
338.0,21.8,7.5,6.1,2.3,3.8,11.1,14.6,0.0,7.9,13.38,0.865,0.017,50.88234994809706,40.2881291613482,954.0
368.0,21.0,7.6,6.4,3.3,2.1,13.7,15.5,0.0,7.7,16.28,1.295,0.026,49.80769039201191,17.529879518072292,338.0
342.0,20.0,7.9,9.0,3.4,2.8,26.5,11.9,0.0,8.8,15.67,1.303,0.021,62.04761609297066,39.45816760868048,368.0
398.0,19.4,7.7,9.5,2.4,2.9,38.0,13.6,0.0,9.2,13.59,1.062,0.014,75.85713743877591,38.8451425408248,342.0
134.0,18.0,8.2,10.0,2.5,4.2,45.9,11.7,1.3,2.3,6.03,1.139,0.021,54.23809265532892,38.927399650959856,398.0
406.0,16.8,7.8,8.9,2.8,2.6,13.4,7.7,15.3,2.6,6.74,1.08,0.019,56.84210227146831,38.74214054955361,134.0
696.0,15.7,7.7,8.7,4.2,2.0,7.6,3.6,0.0,0.0,5.64,1.165,0.016,72.81249544921904,38.62918038468203,406.0
656.0,14.3,7.6,8.6,4.8,2.0,5.8,2.7,0.0,7.3,11.01,1.384,0.02,69.19999654000017,38.3291467718497,696.0
524.0,12.6,7.6,8.6,4.7,2.9,6.1,3.3,0.0,7.4,9.6,1.321,0.024,55.041664373263984,39.61281617673514,656.0
832.0,11.8,7.5,8.7,3.6,2.4,5.0,7.9,0.0,8.1,9.77,1.246,0.013,95.84614647337337,36.302374301675975,524.0
782.0,10.8,7.6,8.9,3.1,2.3,4.9,3.8,0.1,2.9,6.74,1.317,0.034,38.735292978373735,36.734550514134455,832.0
770.0,8.9,7.6,9.0,3.5,2.1,5.4,2.9,10.3,0.0,1.9,1.072,0.02,53.599997320000135,36.03153487743939,406.0
508.0,8.4,7.5,9.5,3.5,2.4,5.1,0.2,0.0,4.2,6.83,1.178,0.016,73.62499539843779,38.40926760466476,770.0
334.0,7.7,7.2,9.0,3.1,2.2,3.7,3.4,0.0,6.9,11.72,1.43,0.017,84.11764211072693,38.02313965341488,508.0
332.0,7.7,7.4,9.4,4.2,2.0,2.6,6.3,0.0,2.0,8.18,1.304,0.03,43.46666521777783,37.55322227831062,334.0
48.0,7.4,7.2,9.6,3.2,2.4,4.0,1.5,0.0,8.4,13.78,1.292,0.013,99.38460773964556,37.35393051793894,332.0
68.0,6.8,7.3,10.5,4.1,1.9,4.1,5.1,0.0,9.4,15.16,1.356,0.009,150.66664992592783,37.48351130124296,48.0
0.0,6.9,7.5,10.8,3.9,3.6,4.6,-3.2,0.7,4.7,9.97,1.345,0.014,96.07142170918416,37.590380585412014,68.0
0.0,7.1,7.6,11.2,3.8,2.5,4.0,7.4,0.4,9.9,18.12,1.483,0.014,105.92856386224544,37.383580533414055,0.0
0.0,7.6,7.5,11.4,4.3,2.1,3.8,5.3,0.0,10.2,20.18,1.31,0.027,48.51851672153642,10.727026011832097,0.0
0.0,7.5,7.4,10.6,4.3,1.7,3.1,10.0,1.6,4.8,11.24,1.271,0.015,84.73332768444482,38.421208152849125,0.0
0.0,7.4,7.5,10.9,4.1,2.4,2.9,4.4,0.0,11.3,23.58,1.35,0.015,89.99999400000041,11.289274552562029,0.0
0.0,8.1,7.6,11.3,3.2,2.4,3.1,10.2,0.0,11.6,23.65,1.297,0.012,108.08332432638964,10.848654011906437,0.0
0.0,9.4,7.7,10.8,3.7,2.5,3.5,12.2,0.0,11.5,25.67,1.269,0.011,115.36362587603402,10.478257803211962,0.0
0.0,9.3,7.8,10.7,3.0,1.7,3.5,9.7,0.0,10.7,25.16,1.259,0.01,125.89998741000126,23.830586975748265,0.0
0.0,9.5,7.8,10.8,2.4,2.9,3.7,10.7,0.0,10.2,26.75,1.455,0.009,161.66664870370573,23.54414951877141,0.0
0.0,10.6,7.9,10.6,3.3,2.7,3.5,11.0,0.0,3.1,13.08,1.377,0.013,105.92306877514856,22.25011698121616,0.0
0.0,10.8,7.8,10.8,2.2,3.4,2.9,12.1,0.0,9.3,20.92,1.387,0.01,138.6999861300014,19.769800044122658,0.0
0.0,14.0,7.9,10.7,3.1,3.5,2.7,20.6,0.0,8.6,21.53,1.586,0.013,121.99999061538536,21.09552491954423,0.0
0.0,14.5,7.9,10.2,3.5,4.4,3.8,18.5,0.0,10.6,27.85,1.271,0.011,115.54544404132328,21.633499470016464,0.0
0.0,15.4,8.0,10.3,4.2,3.1,4.7,20.2,7.6,8.0,22.43,1.417,0.014,101.2142784846944,20.71672503425924,0.0
0.0,16.0,8.2,10.4,4.9,3.4,10.1,17.8,0.0,2.8,15.39,1.315,0.009,146.11109487654502,20.412992041299205,0.0
0.0,17.4,8.1,10.0,5.5,3.2,4.5,21.1,0.6,11.6,31.05,1.446,0.022,65.72726973966957,16.073558446818204,0.0
0.0,19.4,8.3,10.0,7.2,1.9,1.8,26.2,0.0,12.8,29.28,1.286,0.032,40.18749874414066,13.92044843738002,0.0
0.0,20.0,8.2,9.7,6.4,2.1,2.2,23.3,0.0,12.4,28.35,1.371,0.017,80.64705407958505,17.691137038915866,0.0
0.0,22.4,8.7,10.0,5.5,2.2,5.3,27.2,0.0,13.4,30.93,1.284,0.016,80.24999498437532,16.305688896271075,0.0
198.0,22.0,8.5,9.6,4.6,2.4,6.0,22.4,41.5,0.4,10.18,1.277,0.027,47.29629454458168,18.146148942552877,0.0
420.0,23.5,8.3,9.4,3.9,2.7,6.6,24.3,0.2,5.0,19.73,1.245,0.04,31.124999221875026,5.779315609337947,198.0
814.0,24.7,8.4,8.5,3.3,2.7,9.7,18.8,117.9,0.0,3.26,1.216,0.017,71.52940755709366,5.883601864633071,420.0
580.0,24.3,8.5,7.0,3.1,4.1,9.8,24.5,20.2,0.2,4.44,1.313,0.034,38.61764592301041,2.1329817838860645,814.0
2392.0,23.6,8.1,5.3,2.9,6.4,9.9,24.4,2.6,0.3,11.05,1.572,0.026,60.46153613609477,1.414413629140043,580.0
5068.0,22.7,8.3,6.8,1.5,14.1,12.9,27.5,18.5,4.4,17.45,1.691,0.05,33.819999323600015,0.8144282392451518,2392.0
8706.0,23.7,9.2,9.3,0.4,28.3,37.7,29.1,0.0,11.3,26.25,1.379,0.034,40.55882233650522,7.95087557163116,9870.0
15276.0,24.1,9.0,8.9,1.2,14.3,15.9,28.5,0.0,11.5,24.02,1.225,0.052,23.557691854659776,3.935932617740865,8706.0
7796.0,24.4,8.4,5.7,0.6,22.9,22.5,26.7,0.1,6.2,18.31,1.339,0.039,34.33333245299148,18.5753683756156,15276.0
9038.0,23.6,6.9,6.6,0.5,17.9,9.7,24.3,0.2,11.0,23.34,1.476,0.045,32.799999271111126,22.428842884288425,7796.0
21174.0,23.6,8.2,6.8,0.8,20.6,14.5,21.9,0.0,10.8,21.57,1.451,0.061,23.78688485595271,24.43207945375543,9038.0
17258.0,23.0,8.9,8.0,0.8,30.4,31.1,18.0,0.0,11.4,19.87,1.559,0.027,57.74073860219487,25.53315400817113,21174.0
31780.0,22.1,8.7,7.6,0.9,16.5,11.5,13.6,0.0,10.6,18.54,1.378,0.03,45.93333180222227,32.09867083659108,22976.0
3966.0,21.3,8.3,7.5,1.3,16.7,10.0,17.1,0.4,5.6,12.18,1.636,0.026,62.92307450295867,32.40404335410176,6604.0
680.0,20.2,7.8,6.8,1.3,7.4,6.3,13.4,0.0,9.7,15.23,1.603,0.021,76.33332969841287,31.9667226131302,2884.0
272.0,19.4,7.8,7.0,1.8,4.4,5.0,11.8,0.0,9.6,13.77,1.65,0.039,42.30769122287971,32.18932101142344,680.0
80.0,18.6,7.7,6.9,2.2,4.4,8.0,11.3,0.0,8.0,13.36,1.52,0.039,38.97435797501646,34.61823689158136,272.0
56.0,17.1,8.2,7.2,2.2,4.6,10.3,7.2,0.0,9.2,13.13,1.472,0.027,54.5185164993142,34.417405881120345,80.0
0.0,16.5,7.7,7.1,1.9,3.9,9.9,11.3,0.0,6.8,9.26,1.386,0.019,72.94736458171765,33.958999305072965,56.0
0.0,15.5,8.0,7.6,1.9,4.7,7.7,3.9,0.0,7.7,10.93,1.41,0.017,82.94117159169578,33.74152293387716,0.0
0.0,13.9,8.3,8.0,2.3,4.0,6.0,1.2,0.0,8.9,11.15,1.467,0.027,54.33333132098773,31.33672148128965,0.0
0.0,12.9,7.6,8.1,2.6,3.4,4.4,2.8,0.0,0.3,3.53,1.621,0.023,70.47825780529314,30.98308975685463,0.0
0.0,11.4,8.0,8.9,2.6,3.0,5.5,-4.7,0.0,8.8,11.16,1.396,0.018,77.55555124691382,30.96115554104782,0.0
0.0,9.9,8.5,9.4,3.4,2.8,3.5,0.4,0.0,4.2,7.04,1.338,0.018,74.33332920370394,30.40695488721804,0.0
0.0,5.9,9.0,11.5,3.9,2.0,5.5,-1.5,3.3,2.3,5.97,1.301,0.007,185.85711630612624,26.391767097857795,0.0
0.0,6.1,8.0,11.6,3.3,1.9,4.6,8.3,0.0,8.3,10.81,1.234,0.021,58.76190196371895,28.770578330419013,0.0
0.0,6.1,8.0,11.6,3.3,1.9,4.6,8.3,0.0,8.3,10.81,1.266,0.02,63.29999683500016,28.770578330419013,0.0
0.0,5.6,7.8,11.6,3.7,2.6,5.1,7.3,8.1,3.1,7.52,1.363,0.017,80.1764658719726,27.44355544443055,0.0
0.0,5.3,7.7,13.2,3.6,2.3,5.8,-1.7,0.0,9.8,15.57,1.309,0.007,186.99997328571808,27.52784994613776,0.0
0.0,5.6,7.8,12.6,3.1,1.4,5.4,3.0,0.5,4.7,7.48,1.283,0.013,98.6923001005923,27.325493316359005,0.0
0.0,5.8,7.8,12.9,2.8,2.0,9.0,11.7,0.0,10.1,14.94,1.262,0.01,126.19998738000126,26.380807358836503,0.0
0.0,5.8,7.8,12.0,3.5,1.8,5.0,3.0,0.2,2.5,8.27,1.245,0.007,177.85711744898322,26.96728539024312,0.0
0.0,6.6,7.9,12.3,3.6,1.8,3.9,8.0,0.0,9.7,18.52,1.213,0.012,101.08332490972292,27.06697064690795,0.0
0.0,6.9,7.8,12.1,2.5,1.6,3.2,11.8,0.0,8.6,16.61,1.216,0.013,93.53845434319582,27.18152694515812,0.0
0.0,8.7,8.0,12.2,2.7,2.2,4.1,7.1,0.0,11.2,20.01,1.231,0.011,111.90908073553814,27.322188838458096,0.0
0.0,10.2,8.0,12.1,2.7,2.2,5.4,12.2,0.0,7.9,17.36,1.215,0.013,93.46153127218992,26.954076138595045,0.0
0.0,9.9,7.9,12.0,3.4,1.8,2.9,11.6,0.0,12.2,25.14,1.229,0.015,81.93332787111149,28.020581349980493,0.0
0.0,12.6,8.0,11.8,2.5,2.4,2.1,13.6,15.3,0.0,5.55,1.183,0.016,73.93749537890655,27.84060745278203,0.0
0.0,11.1,7.7,11.0,3.3,2.5,1.8,13.5,0.0,12.5,25.96,1.078,0.008,134.7499831562521,26.33635512041821,0.0
0.0,14.5,7.9,10.6,4.5,1.9,1.9,17.0,0.0,11.5,24.8,1.15,0.007,164.28569081632986,23.98021898420305,0.0
0.0,13.7,8.1,10.4,4.0,2.0,3.6,15.1,0.0,11.3,26.95,1.234,0.013,94.92306962130236,18.009680376980317,0.0
0.0,13.9,8.2,10.5,1.8,3.0,11.7,12.5,11.1,0.5,4.57,1.241,0.012,103.41665804861184,17.901368621017184,0.0
0.0,16.3,8.3,9.8,3.0,2.4,8.1,16.4,3.3,0.0,5.66,1.253,0.009,139.22220675308816,17.898947825143726,0.0
0.0,17.3,8.4,10.3,4.3,3.0,5.8,20.2,0.0,7.9,22.54,1.333,0.008,166.6249791718776,17.942166706082173,0.0
144.0,17.9,8.6,10.0,3.5,1.9,9.0,20.7,7.1,5.0,17.04,1.431,0.009,158.9999823333353,17.324903804605032,0.0
0.0,19.0,8.8,9.8,2.8,1.7,5.5,23.3,0.0,9.9,21.91,1.366,0.01,136.59998634000138,15.178198678816306,144.0
214.0,21.1,8.7,9.6,2.6,1.7,4.4,24.9,0.0,4.5,17.98,1.215,0.009,134.9999850000017,13.32498802490819,0.0
28.0,22.2,8.8,9.4,3.5,1.5,4.8,24.8,0.0,12.5,26.49,1.27,0.012,105.83332451388962,13.862843997614382,214.0
0.0,23.1,8.5,9.3,2.3,2.5,6.8,25.6,0.0,7.8,21.43,1.222,0.013,93.99999276923133,13.076161612834154,28.0
52.0,23.7,8.8,8.5,2.2,3.6,7.4,22.5,5.6,0.0,9.83,1.172,0.027,43.40740579972571,2.99323509444511,0.0
466.0,24.9,8.7,7.9,2.0,1.9,9.4,28.7,0.0,6.1,19.5,1.14,0.031,36.774192362122825,3.739120894303327,52.0
494.0,25.8,9.2,7.8,1.8,2.4,19.5,26.7,0.0,2.0,15.35,1.053,0.032,32.90624897167972,22.30520257709644,466.0
3714.0,25.8,9.9,6.5,2.8,2.9,5.9,29.9,0.0,13.3,25.86,1.002,0.021,47.71428344217698,19.613894182775205,494.0
7866.0,26.8,10.0,5.9,2.5,2.0,8.4,26.0,34.0,1.3,7.89,0.983,0.028,35.10714160331637,16.07939316368017,3714.0
3040.0,27.1,10.3,5.5,1.1,3.7,14.3,28.1,0.0,12.1,23.87,0.822,0.016,51.3749967890627,15.037610657498924,7866.0
1980.0,27.3,9.2,6.3,1.5,3.3,15.5,25.5,0.1,7.4,18.23,0.922,0.02,46.09999769500012,14.74629635994913,3040.0
3568.0,26.4,9.1,5.6,1.5,3.3,12.4,22.8,65.0,0.0,2.9,1.024,0.019,53.89473400554032,5.364889973077847,1980.0
3044.0,25.6,8.5,3.6,1.6,3.4,9.5,22.9,0.1,0.3,6.76,1.077,0.014,76.92856593367387,5.920000972632552,3568.0
7144.0,24.1,8.3,3.7,1.7,3.8,4.6,20.7,32.2,0.1,5.93,1.0,0.015,66.66666222222253,25.169760094777374,3044.0
1446.0,24.5,7.9,5.1,1.6,2.7,6.8,23.9,0.0,6.7,15.41,1.097,0.017,64.52940796885835,19.26819874415888,7144.0
2914.0,23.7,7.9,5.9,2.1,2.3,8.8,22.2,0.2,4.3,13.49,1.073,0.014,76.64285166836774,26.13636474460563,2056.0
644.0,24.0,8.0,6.7,1.5,1.6,11.0,23.4,0.0,9.7,16.95,1.112,0.015,74.13332839111145,34.19697778894788,2914.0
938.0,23.1,7.5,5.0,2.6,1.7,12.7,16.2,0.5,0.0,2.68,1.248,0.014,89.14285077551067,34.69003984063745,644.0
360.0,21.7,7.4,7.1,2.2,2.9,21.6,9.6,0.0,10.5,16.91,1.173,0.009,130.33331885185348,33.82961240310078,938.0
240.0,20.6,7.3,7.2,3.4,2.1,15.9,10.8,0.0,9.8,15.13,1.162,0.007,165.99997628571765,34.57292759706191,360.0
130.0,19.8,7.4,6.9,3.2,1.3,8.7,13.4,0.0,7.0,10.54,1.339,0.011,121.72726166115804,33.70469589109529,240.0
36.0,18.8,7.5,7.4,2.3,2.1,10.6,10.3,10.3,1.2,3.1,1.354,0.007,193.4285437959223,33.561389767849874,130.0
314.0,17.2,7.4,7.4,3.3,1.8,6.6,10.1,0.0,8.2,10.84,1.205,0.007,172.14283255102393,33.126374650512574,36.0
300.0,16.4,7.4,8.2,2.5,2.2,8.6,5.3,3.6,4.7,7.37,1.173,0.01,117.29998827000118,32.509896793217834,314.0
132.0,14.8,7.5,8.1,2.5,1.5,8.3,6.3,0.0,6.6,9.07,1.226,0.004,306.49992337501914,32.45259806497481,300.0
36.0,13.3,7.5,8.4,4.5,1.4,4.1,4.4,0.0,4.4,6.75,1.222,0.007,174.5714036326566,33.52590448162247,132.0
28.0,12.2,7.3,8.6,3.9,1.8,5.2,-1.6,0.0,8.8,11.29,1.24,0.01,123.99998760000123,32.189509149357065,36.0
84.0,10.8,7.5,8.9,2.4,1.3,5.0,6.7,0.0,3.8,5.55,1.199,0.008,149.87498126562735,31.8428421636958,28.0
0.0,8.4,7.6,9.7,3.7,1.9,4.6,-1.7,0.0,8.5,10.56,1.233,0.009,136.9999847777795,32.41422770726093,0.0
0.0,7.9,7.4,9.5,3.8,1.1,3.5,0.7,0.0,5.4,8.6,1.232,0.009,136.88887367901404,31.19231629293745,0.0
0.0,7.0,7.3,10.0,3.5,1.1,3.4,-3.1,0.0,4.1,8.59,1.219,0.007,174.14283226530966,30.602474531408696,0.0
0.0,6.5,7.2,10.1,4.0,1.1,3.1,4.1,0.0,5.7,10.13,1.288,0.011,117.09089844628195,30.376145656534487,0.0
0.0,5.8,7.6,10.9,3.7,1.5,4.1,-1.7,0.0,9.4,14.7,1.228,0.008,153.4999808125024,30.855944501018328,0.0
0.0,5.4,7.4,11.1,4.1,1.3,3.8,-2.1,0.0,4.1,9.62,1.229,0.008,153.62498079687742,31.69262038774234,0.0
0.0,5.6,7.6,11.2,4.6,1.1,3.6,4.1,0.0,7.6,13.23,1.227,0.008,153.3749808281274,29.608295518120222,0.0
0.0,4.8,7.5,11.7,4.4,1.2,3.9,-0.7,0.0,7.1,13.57,1.273,0.007,181.85711687755472,29.0596531292433,0.0
0.0,5.1,7.5,12.2,3.7,1.4,3.3,6.9,0.0,8.2,14.49,1.207,0.006,201.16663313889447,28.774819210087145,0.0
0.0,6.2,7.6,12.3,3.8,1.2,1.8,4.3,0.0,9.7,17.93,1.194,0.007,170.5714042040851,28.570310801999565,0.0
0.0,7.1,7.6,12.1,3.6,1.9,2.8,11.3,3.2,0.2,2.98,1.16,0.008,144.99998187500225,26.87951239620752,0.0
0.0,7.7,7.6,12.2,3.8,1.4,3.2,5.8,0.0,8.7,17.26,1.233,0.007,176.14283197959543,28.23008622554625,0.0
0.0,7.8,7.7,11.9,3.8,1.1,2.6,7.7,0.0,11.0,23.0,1.143,0.008,142.87498214062725,28.487427144046627,0.0
0.0,8.7,7.8,11.9,5.8,0.9,2.3,10.8,0.0,11.8,24.35,1.172,0.005,234.39995312000931,28.592655314948487,0.0
0.0,9.9,7.8,11.6,5.4,1.1,2.5,20.6,0.0,11.9,24.42,1.166,0.004,291.4999271250182,28.418252229456595,0.0
0.0,10.7,7.8,11.6,4.5,1.9,2.2,15.0,0.0,7.9,19.83,1.227,0.004,306.7499233125192,25.535709331039644,0.0
0.0,12.7,7.9,11.1,5.0,1.2,1.8,20.1,6.7,2.3,13.49,1.155,0.007,164.9999764285748,24.40641454857112,0.0
0.0,12.0,7.9,10.7,4.0,2.1,2.5,13.9,0.0,10.9,25.19,1.161,0.012,96.74999193750068,18.634912309457462,0.0
0.0,12.7,8.3,10.8,3.3,1.5,3.4,17.3,2.7,9.8,25.98,1.21,0.009,134.44442950617452,17.305778347711197,0.0
0.0,15.4,8.3,11.5,4.7,1.4,4.8,16.6,0.0,13.4,29.3,1.209,0.007,172.71426104081985,16.891201245015075,0.0
0.0,16.3,8.5,10.6,5.1,1.4,4.3,22.6,0.0,10.6,25.03,1.145,0.008,143.12498210937724,16.920824329731893,0.0
0.0,17.7,9.2,10.8,4.9,1.1,4.3,21.4,0.0,0.2,11.04,1.2,0.008,149.99998125000235,16.13061044113603,0.0
0.0,19.6,8.7,10.7,3.8,1.5,8.2,17.3,0.0,1.6,8.0,1.218,0.01,121.79998782000122,12.40209145581109,0.0
0.0,20.5,8.9,10.7,2.8,2.3,8.7,23.1,0.0,9.8,25.13,1.19,0.007,169.99997571428918,12.059230732658202,0.0
0.0,22.5,8.8,9.7,2.7,1.5,5.8,26.8,0.0,8.3,24.21,1.206,0.013,92.76922363313663,11.63325100535132,0.0
0.0,24.5,8.7,9.2,2.5,1.7,5.4,28.0,3.6,0.4,11.59,1.192,0.015,79.46666136888925,12.166522095885592,0.0
94.0,25.9,9.7,8.5,2.8,2.0,6.8,27.6,0.0,4.9,17.32,1.067,0.011,96.99999118181898,20.128735535095867,0.0
0.0,25.8,9.2,8.1,2.6,1.9,8.2,25.1,16.3,0.3,9.27,1.076,0.02,53.79999731000014,18.21039179200909,94.0
276.0,27.2,8.0,7.8,2.7,2.4,6.1,22.3,57.4,0.0,4.3,0.956,0.011,86.90908300826518,17.95394800995663,0.0
0.0,26.8,9.1,7.3,3.3,1.7,6.4,27.2,0.4,8.3,23.38,0.968,0.011,87.99999200000073,20.704880452842943,276.0
0.0,28.6,8.8,8.6,3.5,1.4,5.6,27.6,4.4,3.7,18.0,0.843,0.012,70.24999414583382,12.700441269174195,0.0
72.0,29.9,8.7,7.9,3.8,1.5,5.1,28.6,0.0,0.1,7.38,0.848,0.011,77.09090208264527,11.862476228274708,0.0
612.0,27.2,7.7,4.2,3.0,2.3,4.4,27.3,0.0,5.3,17.7,0.908,0.016,56.74999645312523,10.758030831458822,682.0
4060.0,26.4,7.5,3.3,2.7,2.1,6.3,19.6,4.5,0.0,4.19,0.989,0.018,54.94444139197548,8.202990153199208,612.0
4360.0,26.0,7.5,5.9,2.0,2.9,14.3,22.6,46.5,0.0,3.94,1.069,0.02,53.44999732750013,1.15296131413956,4060.0
