유해남조류 세포수 (cells/㎖),7일 전_수온(℃),7일 전_pH,7일 전_DO(㎎/L),7일 전_투명도,7일 전_탁도,7일 전_Chl-a (㎎/㎥),7일 전_평균기온(°C),7일 전_일강수량(mm),7일 전_합계 일조시간(hr),7일 전_합계 일사량(MJ/m2),7일 전_TN(㎎/L),7일 전_TP(㎎/L),7일 전_N_P_비율,7일 전_체류시간_지표,7일 전_유해남조류 세포수 (cells/㎖)
30297.0,27.1,7.8,4.8,1.6,6.8,8.9,22.2,0.0,0.1,7.38,0.562,0.011,51.09090444628143,23.946205737984616,15506.0
15606.0,19.4,7.5,8.8,1.5,5.9,21.3,7.0,0.0,9.7,14.94,1.293,0.011,117.54544385950511,34.081553577478665,18429.0
547.0,14.6,7.7,9.6,3.0,5.4,13.4,7.9,0.0,8.6,11.82,1.334,0.007,190.57140134694265,32.56860590778098,1638.0
50.0,8.5,7.6,10.4,4.0,1.6,4.5,-0.2,0.0,8.4,11.35,1.45,0.008,181.24997734375285,31.251245370923424,49.0
0.0,8.8,8.2,13.3,2.9,1.7,4.5,23.3,0.0,12.5,28.27,3.442,0.02,172.09999139500044,7.753433201537006,0.0
42.0,8.8,8.2,13.3,2.9,1.7,4.5,-0.6,0.0,4.8,7.72,2.489,0.007,355.5713777755174,32.24918958485831,176.0
0.0,8.8,8.2,13.3,2.9,1.7,4.5,3.0,0.0,10.6,19.68,3.324,0.012,276.9999769166686,30.92682429677945,0.0
2828.0,22.0,8.2,3.5,1.9,7.6,5.7,26.2,0.0,5.0,13.15,2.095,0.032,65.46874795410163,17.881725417439704,5946.0
736.0,21.7,7.6,4.6,2.8,4.7,4.8,22.1,0.0,8.7,19.62,1.818,0.015,121.19999192000056,30.775921932677896,868.0
0.0,13.5,7.8,8.7,4.2,1.8,2.7,22.6,0.0,12.3,29.88,2.935,0.023,127.60869010397,11.101007663922797,0.0
2854.0,21.0,8.3,4.3,2.2,4.8,7.1,21.9,0.0,5.2,15.98,2.475,0.046,53.80434665642725,33.872455449509445,5476.0
6190.0,21.9,8.3,6.2,1.7,4.0,6.3,30.8,0.0,7.1,20.51,2.85,0.023,123.91303809073749,15.690169380156238,4600.0
56.0,11.7,8.0,8.4,2.5,2.1,4.8,23.4,0.0,12.5,29.65,1.688,0.033,51.15151360146928,16.312934315745366,0.0
5238.0,23.2,8.6,10.1,1.6,24.5,13.5,28.5,0.0,11.5,24.02,1.995,0.013,153.46152665680566,3.935932617740865,1510.0
0.0,8.8,7.7,11.6,2.9,2.3,2.5,11.6,0.0,12.2,25.14,2.351,0.012,195.91665034027915,28.020581349980493,0.0
0.0,10.2,7.9,10.4,5.0,1.4,1.8,13.9,0.0,10.9,25.19,2.413,0.013,185.6153703372792,18.634912309457462,0.0
0.0,12.8,8.1,7.9,5.4,1.0,2.1,17.3,0.0,1.6,8.0,2.471,0.013,190.0769084556225,12.40209145581109,0.0
52.0,18.0,7.8,8.2,3.0,2.9,8.2,9.6,0.0,6.5,10.89,2.8,0.016,174.99998906250067,30.90194996792816,82.0
0.0,12.5,8.1,9.0,2.5,2.2,7.8,17.6,0.0,13.4,29.96,2.04,0.036,56.666665092592645,17.30852096010818,0.0
160.0,22.8,8.3,7.9,0.2,123.0,7.4,26.6,0.2,7.0,20.76,3.098,0.055,56.32727170314051,0.5726681054622931,680.0
16319.0,24.8,8.4,3.5,1.4,21.3,6.8,29.0,0.0,6.5,18.6,1.185,0.019,62.36841777008328,26.490407914096984,17201.0
430.0,22.1,7.0,4.2,2.5,10.8,11.2,17.7,8.3,0.0,3.57,1.859,0.02,92.94999535250024,32.23566861273283,1325.0
172.0,19.9,7.1,6.3,2.3,4.7,6.8,14.5,0.0,4.6,9.85,2.276,0.012,189.66665086111243,32.84242697047775,73.0
0.0,15.3,7.0,7.9,2.5,3.8,5.1,8.3,0.0,5.1,7.75,2.609,0.012,217.4166485486126,31.766362990642666,0.0
23710.0,24.0,7.6,3.2,1.0,9.2,11.8,22.2,0.0,0.1,7.38,0.629,0.016,39.312497542968906,23.946205737984616,24974.0
1780.0,19.5,5.9,7.8,2.3,4.6,15.2,7.0,0.0,9.7,14.94,1.161,0.016,72.56249546484403,34.081553577478665,2050.0
174.0,14.8,7.6,9.0,3.4,1.7,8.4,7.9,0.0,8.6,11.82,1.338,0.007,191.1428298367386,32.56860590778098,117.0
18.0,8.0,7.7,11.0,3.7,1.4,3.7,-0.2,0.0,8.4,11.35,1.5,0.007,214.28568367347376,31.251245370923424,265.0
