"盒幅锅龋","螟沥家疙","斥/岿/老","雀瞒","版档","困档","盲荐矫阿","TN(Х/L)","TP(Х/L)"
"3008B20","措没达6","2020/02/04","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:40","1.681","0.012"
"3008B60","措没达2","2020/02/04","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","11:55","2.032","0.014"
"3008B50","措没达3","2020/02/04","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:10","1.780","0.015"
"3008B10","措没达4","2020/02/04","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:35","2.917","0.017"
"3008B30","措没达5(措没龋)","2020/02/04","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:20","1.722","0.009"
"3008B20","措没达6","2020/02/04","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:40","2.356","0.013"
"3008B40","措没达1","2020/02/10","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.356","0.009"
"3008B40","措没达1","2020/02/10","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.342","0.015"
"3008B40","措没达1","2020/02/10","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.343","0.016"
"3008B40","措没达1","2020/02/17","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:10","1.345","0.014"
"3008B40","措没达1","2020/02/17","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:15","1.251","0.009"
"3008B40","措没达1","2020/02/17","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:20","1.252","0.013"
"3008B40","措没达1","2020/02/24","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:55","1.483","0.014"
"3008B40","措没达1","2020/02/24","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:00","1.450","0.011"
"3008B40","措没达1","2020/02/24","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:05","1.409","0.009"
"3008B40","措没达1","2020/03/02","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:20","1.310","0.027"
"3008B40","措没达1","2020/03/02","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:25","1.322","0.014"
"3008B40","措没达1","2020/03/02","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:30","1.382","0.008"
"3008B60","措没达2","2020/03/03","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:00","1.953","0.016"
"3008B50","措没达3","2020/03/03","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:15","1.811","0.016"
"3008B10","措没达4","2020/03/03","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:40","3.093","0.036"
"3008B30","措没达5(措没龋)","2020/03/03","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:30","1.959","0.015"
"3008B20","措没达6","2020/03/03","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:10","2.073","0.008"
"3008B60","措没达2","2020/03/03","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:00","1.943","0.009"
"3008B50","措没达3","2020/03/03","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:15","1.863","0.016"
"3008B10","措没达4","2020/03/03","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:40","3.126","0.035"
"3008B30","措没达5(措没龋)","2020/03/03","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:30","1.843","0.015"
"3008B20","措没达6","2020/03/03","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:10","2.322","0.016"
"3008B60","措没达2","2020/03/03","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:00","2.048","0.012"
"3008B50","措没达3","2020/03/03","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:15","1.827","0.014"
"3008B10","措没达4","2020/03/03","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:40","3.083","0.035"
"3008B30","措没达5(措没龋)","2020/03/03","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:30","2.077","0.009"
"3008B20","措没达6","2020/03/03","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:10","2.324","0.015"
"3008B40","措没达1","2020/03/09","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:05","1.271","0.015"
"3008B40","措没达1","2020/03/09","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:10","1.408","0.013"
"3008B40","措没达1","2020/03/09","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:15","1.470","0.011"
"3008B40","措没达1","2020/03/16","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","1.350","0.015"
"3008B40","措没达1","2020/03/16","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","1.322","0.012"
"3008B40","措没达1","2020/03/16","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:40","1.603","0.020"
"3008B40","措没达1","2020/03/23","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:45","1.297","0.012"
"3008B40","措没达1","2020/03/23","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:50","1.321","0.010"
"3008B40","措没达1","2020/03/23","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","12:55","1.430","0.012"
"3008B40","措没达1","2020/03/30","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:55","1.269","0.011"
"3008B40","措没达1","2020/03/30","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:00","1.368","0.011"
"3008B40","措没达1","2020/03/30","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:05","1.388","0.011"
"3008B60","措没达2","2020/04/02","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:05","1.889","0.011"
"3008B50","措没达3","2020/04/02","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:20","1.825","0.011"
"3008B10","措没达4","2020/04/02","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:30","2.404","0.015"
"3008B30","措没达5(措没龋)","2020/04/02","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:35","1.980","0.015"
"3008B20","措没达6","2020/04/02","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:15","2.610","0.016"
"3008B60","措没达2","2020/04/02","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:05","1.876","0.011"
"3008B50","措没达3","2020/04/02","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:20","1.979","0.011"
"3008B10","措没达4","2020/04/02","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:30","2.541","0.020"
"3008B30","措没达5(措没龋)","2020/04/02","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:35","2.304","0.013"
"3008B20","措没达6","2020/04/02","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:15","2.884","0.017"
"3008B60","措没达2","2020/04/02","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:05","1.998","0.011"
"3008B50","措没达3","2020/04/02","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:20","1.905","0.011"
"3008B10","措没达4","2020/04/02","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:30","2.847","0.022"
"3008B30","措没达5(措没龋)","2020/04/02","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:35","2.189","0.016"
"3008B20","措没达6","2020/04/02","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:15","2.529","0.018"
"3008B40","措没达1","2020/04/06","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.259","0.010"
"3008B40","措没达1","2020/04/06","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.381","0.010"
"3008B40","措没达1","2020/04/06","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.369","0.009"
"3008B40","措没达1","2020/04/13","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:55","1.455","0.009"
"3008B40","措没达1","2020/04/13","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:00","1.381","0.011"
"3008B40","措没达1","2020/04/13","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:05","1.510","0.010"
"3008B40","措没达1","2020/04/20","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:00","1.377","0.013"
"3008B40","措没达1","2020/04/20","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:05","1.486","0.014"
"3008B40","措没达1","2020/04/20","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:10","1.658","0.010"
"3008B40","措没达1","2020/04/27","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:50","1.387","0.010"
"3008B40","措没达1","2020/04/27","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:55","1.307","0.006"
"3008B40","措没达1","2020/04/27","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:00","1.380","0.005"
"3008B40","措没达1","2020/05/04","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.586","0.013"
"3008B40","措没达1","2020/05/04","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.678","0.014"
"3008B40","措没达1","2020/05/04","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.585","0.009"
"3008B60","措没达2","2020/05/07","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:00","1.850","0.010"
"3008B50","措没达3","2020/05/07","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:10","2.221","0.022"
"3008B10","措没达4","2020/05/07","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.162","0.019"
"3008B30","措没达5(措没龋)","2020/05/07","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:30","2.215","0.013"
"3008B20","措没达6","2020/05/07","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:10","2.408","0.015"
"3008B60","措没达2","2020/05/07","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:00","1.870","0.011"
"3008B50","措没达3","2020/05/07","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:10","2.361","0.015"
"3008B10","措没达4","2020/05/07","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:50","1.864","0.014"
"3008B30","措没达5(措没龋)","2020/05/07","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:30","2.094","0.010"
"3008B20","措没达6","2020/05/07","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:10","2.367","0.014"
"3008B60","措没达2","2020/05/07","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:00","2.457","0.013"
"3008B50","措没达3","2020/05/07","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:10","1.867","0.012"
"3008B10","措没达4","2020/05/07","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:50","2.089","0.017"
"3008B30","措没达5(措没龋)","2020/05/07","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:30","2.400","0.014"
"3008B20","措没达6","2020/05/07","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:10","2.180","0.013"
"3008B40","措没达1","2020/05/11","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:10","1.271","0.011"
"3008B40","措没达1","2020/05/11","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:15","1.316","0.013"
"3008B40","措没达1","2020/05/11","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:20","1.429","0.010"
"3008B40","措没达1","2020/05/18","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:00","1.417","0.014"
"3008B40","措没达1","2020/05/18","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:05","1.434","0.013"
"3008B40","措没达1","2020/05/18","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:10","1.448","0.018"
"3008B40","措没达1","2020/05/25","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.315","0.009"
"3008B40","措没达1","2020/05/25","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.443","0.009"
"3008B40","措没达1","2020/05/25","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.510","0.004"
"3008B40","措没达1","2020/06/01","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.446","0.022"
"3008B40","措没达1","2020/06/01","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.388","0.019"
"3008B40","措没达1","2020/06/01","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.310","0.023"
"3008B60","措没达2","2020/06/03","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","12:25","2.058","0.009"
"3008B50","措没达3","2020/06/03","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:35","1.862","0.008"
"3008B10","措没达4","2020/06/03","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","11:10","1.793","0.011"
"3008B30","措没达5(措没龋)","2020/06/03","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:55","1.991","0.018"
"3008B20","措没达6","2020/06/03","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","11:30","1.693","0.019"
"3008B60","措没达2","2020/06/03","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","12:25","2.033","0.008"
"3008B50","措没达3","2020/06/03","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:35","1.995","0.010"
"3008B10","措没达4","2020/06/03","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","11:10","1.779","0.015"
"3008B30","措没达5(措没龋)","2020/06/03","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.263","0.019"
"3008B20","措没达6","2020/06/03","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.568","0.019"
"3008B60","措没达2","2020/06/03","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","12:25","2.026","0.010"
"3008B50","措没达3","2020/06/03","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:35","1.799","0.009"
"3008B10","措没达4","2020/06/03","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","11:10","2.068","0.012"
"3008B30","措没达5(措没龋)","2020/06/03","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:55","2.590","0.017"
"3008B20","措没达6","2020/06/03","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","11:30","2.648","0.017"
"3008B40","措没达1","2020/06/08","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.286","0.032"
"3008B40","措没达1","2020/06/08","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.404","0.026"
"3008B40","措没达1","2020/06/08","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.386","0.031"
"3008B40","措没达1","2020/06/15","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:10","1.371","0.017"
"3008B40","措没达1","2020/06/15","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:15","1.422","0.015"
"3008B40","措没达1","2020/06/15","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:20","1.410","0.012"
"3008B40","措没达1","2020/06/22","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.284","0.016"
"3008B40","措没达1","2020/06/22","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.453","0.015"
"3008B40","措没达1","2020/06/22","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.668","0.013"
"3008B40","措没达1","2020/06/29","5雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:10","1.277","0.027"
"3008B40","措没达1","2020/06/29","5雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:15","1.441","0.023"
"3008B40","措没达1","2020/06/29","5雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:20","1.472","0.013"
"3008B60","措没达2","2020/07/02","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","11:40","2.188","0.011"
"3008B50","措没达3","2020/07/02","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:00","1.655","0.010"
"3008B10","措没达4","2020/07/02","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:30","1.999","0.018"
"3008B30","措没达5(措没龋)","2020/07/02","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:05","1.737","0.020"
"3008B20","措没达6","2020/07/02","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","10:50","1.714","0.021"
"3008B60","措没达2","2020/07/02","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","11:40","1.817","0.012"
"3008B50","措没达3","2020/07/02","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:00","1.806","0.011"
"3008B10","措没达4","2020/07/02","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:30","2.188","0.026"
"3008B30","措没达5(措没龋)","2020/07/02","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:05","2.303","0.017"
"3008B20","措没达6","2020/07/02","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","10:50","2.779","0.026"
"3008B60","措没达2","2020/07/02","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","11:40","1.943","0.009"
"3008B50","措没达3","2020/07/02","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:00","2.884","0.012"
"3008B10","措没达4","2020/07/02","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:30","2.923","0.026"
"3008B30","措没达5(措没龋)","2020/07/02","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:05","2.293","0.021"
"3008B20","措没达6","2020/07/02","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","10:50","2.185","0.018"
"3008B40","措没达1","2020/07/06","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:00","1.245","0.040"
"3008B40","措没达1","2020/07/06","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:05","1.342","0.051"
"3008B40","措没达1","2020/07/06","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:10","1.618","0.039"
"3008B40","措没达1","2020/07/13","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:25","1.216","0.017"
"3008B40","措没达1","2020/07/13","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:30","1.217","0.015"
"3008B40","措没达1","2020/07/13","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:35","1.658","0.011"
"3008B40","措没达1","2020/07/20","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","12:45","1.313","0.034"
"3008B40","措没达1","2020/07/20","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","12:50","1.954","0.021"
"3008B40","措没达1","2020/07/20","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","12:55","2.018","0.062"
"3008B40","措没达1","2020/07/27","4雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:15","1.572","0.026"
"3008B40","措没达1","2020/07/27","4雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:20","1.694","0.022"
"3008B40","措没达1","2020/07/27","4雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:25","1.973","0.030"
"3008B40","措没达1","2020/08/04","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","11:40","1.691","0.050"
"3008B40","措没达1","2020/08/04","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","11:45","1.809","0.046"
"3008B40","措没达1","2020/08/04","1雀瞒 窍摸何","127∑29'44""","36∑22'16""","11:50","1.850","0.059"
"3008B60","措没达2","2020/08/18","1雀瞒 惑摸何","127∑29'5.4""","36∑28'37""","11:40","2.278","0.013"
"3008B50","措没达3","2020/08/18","1雀瞒 惑摸何","127∑30'23.8""","36∑30'43.2""","12:10","1.920","0.013"
"3008B30","措没达5(措没龋)","2020/08/18","1雀瞒 惑摸何","127∑33'9.3""","36∑25'59.2""","11:10","1.719","0.016"
"3008B20","措没达6","2020/08/18","1雀瞒 惑摸何","127∑33'25.1""","36∑23'18.6""","10:50","1.895","0.015"
"3008B60","措没达2","2020/08/18","1雀瞒 吝摸何","127∑29'5.4""","36∑28'37""","11:40","1.934","0.015"
"3008B50","措没达3","2020/08/18","1雀瞒 吝摸何","127∑30'23.8""","36∑30'43.2""","12:10","2.079","0.017"
"3008B30","措没达5(措没龋)","2020/08/18","1雀瞒 吝摸何","127∑33'9.3""","36∑25'59.2""","11:10","2.339","0.018"
"3008B20","措没达6","2020/08/18","1雀瞒 吝摸何","127∑33'25.1""","36∑23'18.6""","10:50","2.095","0.017"
"3008B60","措没达2","2020/08/18","1雀瞒 窍摸何","127∑29'5.4""","36∑28'37""","11:40","1.938","0.013"
"3008B50","措没达3","2020/08/18","1雀瞒 窍摸何","127∑30'23.8""","36∑30'43.2""","12:10","1.891","0.013"
"3008B30","措没达5(措没龋)","2020/08/18","1雀瞒 窍摸何","127∑33'9.3""","36∑25'59.2""","11:10","1.981","0.015"
"3008B20","措没达6","2020/08/18","1雀瞒 窍摸何","127∑33'25.1""","36∑23'18.6""","10:50","1.911","0.016"
"3008B40","措没达1","2020/08/18","2雀瞒 惑摸何","127∑29'44""","36∑22'16""","11:45","1.379","0.034"
"3008B40","措没达1","2020/08/18","2雀瞒 吝摸何","127∑29'44""","36∑22'16""","11:50","1.718","0.077"
"3008B40","措没达1","2020/08/18","2雀瞒 窍摸何","127∑29'44""","36∑22'16""","11:55","1.746","0.070"
"3008B10","措没达4","2020/08/24","1雀瞒 惑摸何","127∑38'8.4""","36∑22'18.5""","10:55","1.995","0.013"
"3008B10","措没达4","2020/08/24","1雀瞒 吝摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.016","0.015"
"3008B10","措没达4","2020/08/24","1雀瞒 窍摸何","127∑38'8.4""","36∑22'18.5""","10:55","2.209","0.014"
"3008B40","措没达1","2020/08/24","3雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:00","1.225","0.052"
"3008B40","措没达1","2020/08/24","3雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:05","1.717","0.057"
"3008B40","措没达1","2020/08/24","3雀瞒 窍摸何","127∑29'44""","36∑22'16""","13:10","1.735","0.068"
"3008B40","措没达1","2020/08/31","1雀瞒 惑摸何","127∑29'44""","36∑22'16""","13:30","1.339","0.039"
"3008B40","措没达1","2020/08/31","1雀瞒 吝摸何","127∑29'44""","36∑22'16""","13:35","1.391","0.040"
